symbol,engine,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,hold_days,pnl_pct,regime_state,yf_symbol,signal_close,signal_raw_close,signal_atr14,signal_bb_lower,tp_level,sl_level,activation_level,time_stop_date,partial_exit_fraction,activation_date,activation_price,signal_rsi14,signal_high_20d,signal_avg_dollar_volume_20d,signal_volume,market_cap,beta_1y
AU,bull,2016-01-04,2016-01-05,7.489999771118164,2016-01-26,8.760000228881836,time_stop_day_15_close,15,16.955947884816513,bull,AU,6.16658878326416,7.460000038146973,0.419285706111363,5.219840425093239,,5.328017371041434,8.32857118334089,2016-01-26,0.5,2016-01-26,8.760000228881836,55.76425086412413,6.174853801727295,21024525.68878174,2395500.0,40207227847.933426,1.8655580964778078
FIVE,bull,2016-01-04,2016-01-05,33.5,2016-01-26,34.369998931884766,time_stop_day_15_close,15,2.5970117369694456,bull,FIVE,32.84000015258789,32.84000015258789,1.0192856107439314,28.104614034482545,,30.801428931100027,35.538571221487864,2016-01-26,0.0,,,64.31595757442571,32.84000015258789,65694871.68435097,2427800.0,10616154742.236435,1.265156587374962
LULU,bull,2016-01-04,2016-01-05,56.20000076293945,2016-01-26,58.59000015258789,time_stop_day_15_close,15,4.252667895379281,bull,LULU,55.86000061035156,55.86000061035156,1.856428963797433,45.28363572224553,,52.147142682756694,59.91285869053432,2016-01-26,0.0,,,65.692051969485,55.86000061035156,209746944.77775574,7252300.0,12588587418.787811,1.547405647132969
TPR,bull,2016-01-04,2016-01-05,33.81999969482422,2016-01-26,33.33000183105469,time_stop_day_15_close,15,-1.4488405327943266,bull,TPR,25.140830993652344,33.63999938964844,0.8871425901140485,22.49636201862271,,23.366545813424246,35.59428487505232,2016-01-26,0.0,,,61.93316756294192,25.140830993652344,147729820.41003227,6508900.0,30682510391.358307,1.4472790323601583
FIVE,bull,2016-01-05,2016-01-06,33.86000061035156,2016-01-20,32.08428628104074,sl_intraday,10,-5.244283217076962,bull,FIVE,34.25,34.25,1.0828568594796317,28.127541935707715,,32.08428628104074,36.02571432931082,2016-01-27,0.0,,,71.59287763711085,34.25,60972210.87418556,3446000.0,10616154742.236435,1.265156587374962
LULU,bull,2016-01-05,2016-01-06,54.95000076293945,2016-01-27,58.810001373291016,time_stop_day_15_close,15,7.024568802108022,bull,LULU,55.59000015258789,55.59000015258789,1.822857448032924,45.26002749674597,,51.94428525652204,58.5957156590053,2016-01-27,0.5,2016-01-27,58.810001373291016,64.53309685137813,55.86000061035156,209642734.19691086,3139700.0,12588587418.787811,1.547405647132969
MU,bull,2016-01-05,2016-01-06,14.5,2016-01-08,13.370898383004326,sl_intraday,3,-7.786907703418445,bull,MU,14.453755378723145,14.81999969482422,0.5414284978594095,13.442423249074738,,13.370898383004326,15.582856995718819,2016-01-27,0.0,,,51.238655524169786,14.483014106750488,348262725.17195225,29806700.0,1184371712921.9448,3.029205190667956
NRG,bull,2016-01-05,2016-01-06,11.720000267028809,2016-01-27,9.890000343322754,time_stop_day_15_close,15,-15.614333464260122,bull,NRG,9.58110237121582,11.970000267028809,0.6799999645778112,7.131708357847748,,8.221102442060198,13.08000019618443,2016-01-27,0.0,,,56.286792420680435,9.58110237121582,93356122.59397984,6550300.0,29682631016.846313,1.5123329921379165
TPR,bull,2016-01-05,2016-01-06,33.209999084472656,2016-01-27,34.189998626708984,time_stop_day_15_close,15,2.950917101032169,bull,TPR,25.387453079223633,33.970001220703125,0.8799994332449776,22.607933551023844,,23.627454212733678,34.969997950962615,2016-01-27,0.0,,,63.70620681391804,25.387453079223633,148966034.1719532,5592000.0,30682510391.358307,1.4472790323601583
B,bull,2016-01-06,2016-01-07,8.229999542236328,2016-01-28,9.46500015258789,time_stop_day_15_close,15,15.006083584981301,bull,B,6.475858688354492,7.940000057220459,0.35714292526245117,5.702511777848433,,5.76157283782959,8.94428539276123,2016-01-28,0.5,2016-01-25,9.270000457763672,56.95208411575767,6.475858688354492,109901196.25769377,27686600.0,61639060928.386116,1.5684398949300673
AU,bull,2016-01-07,2016-01-08,7.679999828338623,2016-01-28,8.5,trailing_stop_close,14,10.677085807158981,bull,AU,6.513768196105957,7.880000114440918,0.36214280128479004,5.287932087221018,,5.789482593536377,8.404285430908203,2016-01-29,0.5,2016-01-26,8.760000228881836,60.50354644340781,6.513768196105957,20358252.193672657,3467900.0,40207227847.933426,1.8655580964778078
B,bull,2016-01-07,2016-01-08,8.479999542236328,2016-01-29,9.59000015258789,time_stop_day_15_close,15,13.089630545650177,bull,B,7.136494159698486,8.75,0.37428576605660574,5.566036634854668,,6.387922627585275,9.22857107434954,2016-01-29,0.5,2016-01-25,9.270000457763672,66.14782105629726,7.136494159698486,121694943.62027884,38298500.0,61639060928.386116,1.5684398949300673
RGLD,bull,2016-01-07,2016-01-08,37.86000061035156,2016-01-12,31.645606994628906,sl_intraday,3,-16.41414029460828,bull,RGLD,34.34846496582031,38.7400016784668,1.3514289855957031,30.73387598164856,,31.645606994628906,40.56285858154297,2016-01-29,0.0,,,57.03801860332692,34.34846496582031,26017608.828430176,1081100.0,17152388982.018463,1.2871780977132308
AU,bull,2016-01-08,2016-01-11,8.1899995803833,2016-01-28,8.545000076293945,trailing_stop_close,13,4.334560611711646,bull,AU,6.530301094055176,7.900000095367432,0.3299999577658517,5.312627249199968,,5.870301178523472,8.849999495915004,2016-02-01,0.5,2016-01-27,8.850000381469727,60.73851552752636,6.530301094055176,20484338.53714943,2825400.0,40207227847.933426,1.8655580964778078
NOK,bull,2016-01-08,2016-01-11,7.5,2016-02-01,6.340000152587891,time_stop_day_15_close,15,-15.466664632161454,bull,NOK,5.7006754875183105,7.329999923706055,0.1578571115221296,5.325772149829718,,5.384961264474051,7.815714223044259,2016-02-01,0.0,,,57.262992395244126,5.7006754875183105,82557004.52910662,33961400.0,78322952928.43256,1.3922135181552493
AU,bull,2016-01-11,2016-01-12,8.029999732971191,2016-01-28,8.5,trailing_stop_close,12,5.853054578557293,bull,AU,6.538567543029785,7.909999847412109,0.338571378162929,5.289683378812872,,5.861424786703927,8.70714248929705,2016-02-02,0.5,2016-01-26,8.760000228881836,60.86388305002791,6.538567543029785,20294119.09447193,4286300.0,40207227847.933426,1.8655580964778078
M,bull,2016-01-11,2016-01-12,38.869998931884766,2016-02-02,40.900001525878906,time_stop_day_15_close,15,5.222543477686958,bull,M,24.57122230529785,38.81999969482422,1.2699993678501673,21.56056558684486,,22.03122356959752,41.4099976675851,2016-02-02,0.0,,,57.81281922955419,24.57122230529785,362791270.381794,16954200.0,6565427091.021561,1.2338925352473953
NOK,bull,2016-01-11,2016-01-12,7.449999809265137,2016-02-02,6.260000228881836,time_stop_day_15_close,15,-15.973149138921672,bull,NOK,5.770671367645264,7.420000076293945,0.16214285578046525,5.309655417778194,,5.446385656084333,7.7742855208260675,2016-02-02,0.0,,,60.071245123832824,5.770671367645264,91476793.46159697,32497400.0,78322952928.43256,1.3922135181552493
FIVE,bull,2016-01-12,2016-01-13,34.869998931884766,2016-02-03,35.68000030517578,time_stop_day_15_close,15,2.3229176888513114,bull,FIVE,34.11000061035156,34.11000061035156,1.130000114440918,30.056985229082436,,31.850000381469727,37.1299991607666,2016-02-03,0.0,,,67.68758085466476,34.25,69423724.4272995,1789000.0,10616154742.236435,1.265156587374962
LULU,bull,2016-01-12,2016-01-13,57.9900016784668,2016-02-03,63.02000045776367,time_stop_day_15_close,15,8.673906938624288,bull,LULU,56.81999969482422,56.81999969482422,2.2571424756731306,48.051218269281925,,52.30571474347796,62.50428662981306,2016-02-03,0.5,2016-02-03,63.02000045776367,65.43581849972267,56.81999969482422,183823883.64204407,12958800.0,12588587418.787811,1.547405647132969
NOK,bull,2016-01-12,2016-01-13,7.46999979019165,2016-02-03,6.389999866485596,time_stop_day_15_close,15,-14.457830710037356,bull,NOK,5.8017802238464355,7.460000038146973,0.1478571551186698,5.311668699486504,,5.506065913609096,7.76571410042899,2016-02-03,0.0,,,61.288735903047275,5.8017802238464355,94633232.75101185,16690600.0,78322952928.43256,1.3922135181552493
FIVE,bull,2016-01-13,2016-01-14,34.33000183105469,2016-01-20,32.03000068664551,sl_intraday,4,-6.699682556755981,bull,FIVE,34.36000061035156,34.36000061035156,1.1649999618530273,30.5118936379485,,32.03000068664551,36.66000175476074,2016-02-04,0.0,,,69.12093724786514,34.36000061035156,71521492.84431458,2708300.0,10616154742.236435,1.265156587374962
M,bull,2016-01-13,2016-01-14,38.70000076293945,2016-02-04,41.18000030517578,time_stop_day_15_close,15,6.4082674246644045,bull,M,24.457284927368164,38.63999938964844,1.3278563363211495,21.31203411170739,,21.801572254725865,41.355713435581755,2016-02-04,0.5,2016-02-03,41.619998931884766,56.787907916872854,24.57122230529785,373381661.1024475,10138500.0,6565427091.021561,1.2338925352473953
LULU,bull,2016-01-14,2016-01-15,55.18000030517578,2016-02-05,61.40999984741211,time_stop_day_15_close,15,11.290321688620875,bull,LULU,56.630001068115234,56.630001068115234,2.520714351109096,49.34572054018137,,51.58857236589704,60.22142900739397,2016-02-05,0.5,2016-01-29,62.06999969482422,63.40387658094147,56.81999969482422,187524665.25774002,3625600.0,12588587418.787811,1.547405647132969
LULU,bull,2016-01-19,2016-01-20,55.529998779296875,2016-02-08,60.01499938964844,trailing_stop_close,14,8.076716565719956,bull,LULU,56.7400016784668,56.7400016784668,2.7307139805385043,50.40920041508871,,51.27857371738979,60.99142674037388,2016-02-09,0.5,2016-01-29,62.06999969482422,62.237399695137704,56.81999969482422,189821816.70078278,3150700.0,12588587418.787811,1.547405647132969
M,bull,2016-01-19,2016-01-20,38.130001068115234,2016-02-09,40.42999839782715,time_stop_day_15_close,15,6.031988631742258,bull,M,24.533246994018555,38.7599983215332,1.5135702405657088,21.406658987557147,,21.506106512887136,41.15714154924665,2016-02-09,0.5,2016-01-22,41.349998474121094,56.65422845010859,24.57122230529785,359460116.3589287,12771700.0,6565427091.021561,1.2338925352473953
AU,bull,2016-01-20,2016-01-21,8.010000228881836,2016-02-10,10.12000036239624,time_stop_day_15_close,15,26.34207332362277,bull,AU,6.555100440979004,7.929999828338623,0.44214286123003277,5.639432478061396,,5.670814718518939,8.894285951341901,2016-02-10,0.5,2016-02-03,9.470000267028809,59.10051407112433,6.555100440979004,22303540.5000782,6112600.0,40207227847.933426,1.8655580964778078
M,bull,2016-01-20,2016-01-21,39.79999923706055,2016-02-10,38.810001373291016,time_stop_day_15_close,15,-2.4874318661988193,bull,M,25.147205352783203,39.72999954223633,1.6492846352713448,21.417117021075015,,21.848636082240514,43.09856850760324,2016-02-10,0.0,,,60.835835335333215,25.147205352783203,361457620.90745926,10793100.0,6565427091.021561,1.2338925352473953
