symbol,engine,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,hold_days,pnl_pct,regime_state,yf_symbol,signal_close,signal_raw_close,signal_atr14,signal_bb_lower,tp_level,sl_level,activation_level,time_stop_date,partial_exit_fraction,activation_date,activation_price,signal_rsi14,signal_high_20d,signal_avg_dollar_volume_20d,signal_volume,market_cap,beta_1y
BAC,bull,2025-06-20,2025-06-23,45.400001525878906,2025-07-08,47.30500030517578,trailing_stop_close,11,4.196032412490092,bull,BAC,44.52998352050781,45.5,0.7342858995710101,42.09187259293275,,43.06141172136579,46.868573325020925,2025-07-14,0.5,2025-06-26,47.459999084472656,65.82733959992332,44.52998352050781,1645623173.284607,64591600.0,398828404736.0,1.196
GS,bull,2025-06-20,2025-06-23,639.260009765625,2025-07-08,683.5750122070312,trailing_stop_close,11,6.932234421742356,bull,GS,628.1548461914062,640.7999877929688,12.010001046316964,575.0414391322847,,604.1348440987723,663.280011858259,2025-07-14,0.5,2025-06-25,669.8699951171875,68.90105233613963,628.1548461914062,1168557890.900879,4115400.0,323493363712.0,1.291
BAC,bull,2025-06-23,2025-06-24,46.75,2025-07-08,47.93000030517578,trailing_stop_close,10,2.524064823905414,bull,BAC,45.31292724609375,46.29999923706055,0.7678571428571429,42.10173309052368,,43.777212960379465,48.285714285714285,2025-07-15,0.5,2025-07-02,48.709999084472656,70.34534900540116,45.31292724609375,1681579467.5632858,42683600.0,398828404736.0,1.196
CAT,bull,2025-06-23,2025-06-24,369.8900146484375,2025-07-15,394.6750030517578,time_stop_day_15_close,15,6.700637330498704,bull,CAT,362.308837890625,366.2300109863281,6.134286063058036,338.2955467648611,,350.04026576450894,382.15858677455356,2025-07-15,0.5,2025-06-27,384.7099914550781,66.19091004921339,362.308837890625,843078560.0367737,2927400.0,454060769280.0,1.603
GS,bull,2025-06-23,2025-06-24,654.4500122070312,2025-07-08,692.2200012207031,trailing_stop_close,10,5.771256522144208,bull,GS,634.1149291992188,646.8800048828125,12.662139892578125,574.9270636271204,,608.7906494140625,679.7742919921875,2025-07-15,0.5,2025-06-26,687.1599731445312,70.8588846532553,634.1149291992188,1175902303.088379,2020800.0,323493363712.0,1.291
MSFT,bull,2025-06-23,2025-06-24,488.9500122070313,2025-07-15,504.6650085449219,time_stop_day_15_close,15,3.2140292352087263,bull,MSFT,482.1488037109375,486.0,6.234289986746652,447.3040965047977,,469.6802237374442,501.4185921805246,2025-07-15,0.5,2025-07-09,503.510009765625,74.16895372600891,482.1488037109375,8938674785.170288,24864000.0,2818348154880.0,1.103
NFLX,bull,2025-06-23,2025-06-24,126.05500030517578,2025-07-01,130.83599853515625,trailing_stop_close,6,3.792787448657964,bull,NFLX,125.35399627685548,125.35399627685548,2.4767864772251706,118.43883290763375,,120.40042332240515,131.00857325962613,2025-07-15,0.5,2025-06-27,132.31199645996094,67.06106660459767,125.35399627685548,3364503251.4251714,26673000.0,325831589888.0,1.491
BAC,bull,2025-06-24,2025-06-25,46.58000183105469,2025-07-08,47.650001525878906,trailing_stop_close,9,2.2971224833891135,bull,BAC,45.665252685546875,46.65999984741211,0.7749998910086495,42.15301990820089,,44.11525290352957,48.13000161307199,2025-07-16,0.5,2025-07-01,48.150001525878906,72.1309663180925,45.665252685546875,1712255170.686245,45437600.0,398828404736.0,1.196
CAT,bull,2025-06-24,2025-06-25,373.0,2025-07-16,400.5449981689453,time_stop_day_15_close,15,7.384718007760127,bull,CAT,369.0261535644531,373.0199890136719,6.256428309849331,338.5574728046626,,356.5132969447545,385.51285661969865,2025-07-16,0.5,2025-06-30,388.2099914550781,70.45071221636157,369.0261535644531,881481514.6080017,3841800.0,454060769280.0,1.603
GS,bull,2025-06-24,2025-06-25,664.5999755859375,2025-07-08,694.0450134277344,trailing_stop_close,9,4.430490358630679,bull,GS,649.0443725585938,662.1099853515625,12.969281877790179,573.1948646475364,,623.1058088030134,690.5385393415179,2025-07-16,0.5,2025-06-27,690.8099975585938,75.0893725482389,649.0443725585938,1206496909.779663,2307800.0,323493363712.0,1.291
