symbol,engine,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,hold_days,pnl_pct,regime_state,yf_symbol,signal_close,signal_raw_close,signal_atr14,signal_bb_lower,tp_level,sl_level,signal_rsi14,signal_high_20d,signal_avg_dollar_volume_20d,signal_volume,market_cap,beta_1y
BAC,bull,2024-01-02,2024-01-03,33.650001525878906,2024-01-05,34.43000030517578,TP,3,2.3179754648658957,bull,BAC,32.12877655029297,33.900001525878906,0.7164286204746789,28.215869206960885,34.278062411717,27.499440586486205,72.31600908429611,32.16668701171875,1392485408.1449986,36668600.0,371111723008.0,1.237
GS,bull,2024-01-02,2024-01-03,383.8800048828125,2024-02-12,392.6400146484375,TP,28,2.2819656283736833,bull,GS,369.5888977050781,388.2999877929687,7.170000348772342,319.3704739590098,391.09889875139515,312.20047361023745,75.98090986611355,369.5888977050781,789581030.3721619,2263100.0,275063242752.0,1.311
JPM,bull,2024-01-02,2024-01-03,171.86000061035156,2024-01-03,171.3300018310547,TP,1,-0.3083898390635498,bull,JPM,163.0093536376953,172.0800018310547,2.239286150251116,146.0201901836936,169.72721208844865,143.78090403344248,83.42220032080297,163.0093536376953,1523089097.6792908,9977400.0,826036256768.0,1.043
JPM,bull,2024-01-03,2024-01-04,170.63999938964844,2024-01-04,171.41000366210938,TP,1,0.4512448870224617,bull,JPM,162.2988739013672,171.3300018310547,2.235001700265067,146.61876355292816,169.0038790021624,144.3837618526631,79.29885026843174,163.0093536376953,1531594377.642517,9852300.0,826036256768.0,1.043
BAC,bull,2024-01-04,2024-01-05,33.79999923706055,2024-01-05,34.43000030517578,TP,1,1.8639085276205059,bull,BAC,32.034000396728516,33.79999923706055,0.6828572409493583,28.703811116332375,34.08257211957659,28.020953875383018,68.47593476511132,32.16668701171875,1408728100.919876,39834600.0,371111723008.0,1.237
JPM,bull,2024-01-04,2024-01-05,171.47000122070312,2024-01-05,172.27000427246094,TP,1,0.4665556925774528,bull,JPM,163.3759002685547,171.41000366210938,2.2742887224469865,147.30675459257222,170.19876643589564,145.03246587012524,80.8445339147874,163.3759002685547,1562047153.9271545,11972500.0,826036256768.0,1.043
BAC,bull,2024-01-05,2024-01-08,34.29999923706055,2024-01-30,34.790000915527344,TP,16,1.4285763538366414,bull,BAC,32.6310920715332,34.43000030517578,0.6078572954450335,29.01921640631435,34.454663957868306,28.411359110869316,72.58738421400702,32.6310920715332,1417474459.4114017,49242400.0,371111723008.0,1.237
GS,bull,2024-01-05,2024-01-08,385.9700012207031,2024-01-08,388.8599853515625,TP,1,0.7487587433529175,bull,GS,367.8184814453125,386.44000244140625,6.176426478794655,331.0407379946989,386.34776088169644,324.8643115159042,69.5917400888734,369.5888977050781,808583207.624054,2913900.0,275063242752.0,1.311
JPM,bull,2024-01-05,2024-01-08,172.02000427246094,2024-01-08,172.02000427246094,TP,1,0.0,bull,JPM,164.19561767578125,172.27000427246094,2.145003182547433,148.50163897819306,170.63062722342355,146.35663579564562,81.94923375952017,164.19561767578125,1575550675.2207947,10066000.0,826036256768.0,1.043
GE,bull,2024-01-08,2024-01-09,101.57222747802734,2024-01-30,106.88746643066406,TP,15,5.232964841483412,bull,GE,100.98382568359376,102.37828826904295,1.7084715706961506,94.02486297481104,106.10924039568222,92.3163914041149,64.00764653875424,101.0153350830078,545028677.9215248,6920068.0,297358524416.0,1.428
GS,bull,2024-01-08,2024-01-09,384.6000061035156,2024-02-12,392.6400146484375,TP,24,2.090485807937781,bull,GS,370.1218566894531,388.8599853515625,6.20999799455916,336.25047665084725,388.7518506731306,330.0404786562881,71.11019244712888,370.1218566894531,808315144.1584778,1902600.0,275063242752.0,1.311
JPM,bull,2024-01-08,2024-01-09,171.6199951171875,2024-01-09,170.66000366210938,TP,1,-0.5593704011135792,bull,JPM,163.9573211669922,172.02000427246094,2.1435743059430803,149.9040997238001,170.38804408482142,147.76052541785702,80.49590600453985,164.19561767578125,1608396859.6992493,11229900.0,826036256768.0,1.043
META,bull,2024-01-08,2024-01-09,356.3999938964844,2024-01-19,383.4500122070313,TP,8,7.589792024071573,bull,META,355.86737060546875,358.6600036621094,7.124285016741071,323.76409742843424,377.240225655692,316.6398124116932,64.66924410691936,355.86737060546875,5686327887.237244,13890200.0,1713511989248.0,1.309
MSFT,bull,2024-01-08,2024-01-09,372.010009765625,2024-01-10,382.7699890136719,TP,2,2.892389711455867,bull,MSFT,368.34478759765625,374.69000244140625,4.628572736467642,360.7055979462094,382.23050580705916,356.0770252097418,55.668749317771685,369.6719055175781,9349956793.361664,23134000.0,3155936149504.0,1.107
NVDA,bull,2024-01-08,2024-01-09,52.4010009765625,2024-01-16,56.38199996948242,TP,5,7.597181196405978,bull,NVDA,52.22107696533203,52.25299835205078,1.2942142486572277,46.40752860783574,56.10371971130371,45.11331435917851,66.85999048085331,52.22107696533203,18559552584.949684,642510000.0,5062002737152.0,2.335
GE,bull,2024-01-09,2024-01-10,102.71348571777344,2024-01-30,106.88746643066406,TP,14,4.063712455791357,bull,GE,101.37743377685548,102.77733612060548,1.770608629499165,94.43248377562836,106.68925966535298,92.66187514612919,65.07227943244325,101.37743377685548,546071102.8186096,4815028.0,297358524416.0,1.428
GOOGL,bull,2024-01-09,2024-01-10,141.0,2024-01-24,148.6999969482422,TP,10,5.46099074343418,bull,GOOGL,139.7946014404297,140.9499969482422,2.463574000767299,129.81345274890052,147.18532344273157,127.34987874813322,60.05012247002088,140.35992431640625,3798249952.123413,24759600.0,4166206881792.0,1.128
META,bull,2024-01-09,2024-01-10,360.1700134277344,2024-01-12,374.489990234375,TP,3,3.97589368153044,bull,META,354.64691162109375,357.42999267578125,6.598573957170759,325.37488930341533,374.44263349260603,318.7763153462446,63.180743709784736,355.86737060546875,5692568853.656616,13463900.0,1713511989248.0,1.309
MSFT,bull,2024-01-09,2024-01-10,376.3699951171875,2024-01-11,384.6300048828125,TP,2,2.194651505907941,bull,MSFT,369.4261474609375,375.7900085449219,4.662857055664075,360.6382265164587,383.41471862792974,355.97536946079464,57.012093894786226,369.6719055175781,9364223020.590057,20830000.0,3155936149504.0,1.107
NVDA,bull,2024-01-09,2024-01-10,53.61600112915039,2024-01-19,59.49100112915039,TP,7,10.9575497543136,bull,NVDA,53.1075325012207,53.13999938964844,1.3722144535609664,46.090318910255085,57.2241758619036,44.71810445669412,69.29729787256298,53.1075325012207,19760414484.838295,773100000.0,5062002737152.0,2.335
AMZN,bull,2024-01-10,2024-01-11,155.0399932861328,2024-02-02,171.80999755859375,TP,16,10.816566691609175,bull,AMZN,153.72999572753906,153.72999572753906,2.7200001307896207,144.88296661968354,161.88999611990792,142.16296648889391,60.42818720502981,154.07000732421875,7101749610.613403,44421800.0,2839014801408.0,1.383
GE,bull,2024-01-10,2024-01-11,103.84677124023438,2024-02-01,108.06863403320312,TP,15,4.065473333977887,bull,GE,102.1016845703125,103.5115737915039,1.731844220842636,94.94370199756594,107.29721723284041,93.2118577767233,67.0061704868728,102.1016845703125,547441240.7355198,4571320.0,297358524416.0,1.428
GOOGL,bull,2024-01-10,2024-01-11,143.49000549316406,2024-01-24,148.6999969482422,TP,9,3.6309089522798432,bull,GOOGL,141.1136932373047,142.27999877929688,2.4935738699776784,130.19344726388502,148.59441484723772,127.69987339390734,62.59390309180428,141.1136932373047,3742402663.074951,21320200.0,4166206881792.0,1.128
HD,bull,2024-01-10,2024-01-11,357.0899963378906,2024-01-11,356.5299987792969,TP,1,-0.15682252774840144,bull,HD,337.54132080078125,356.79998779296875,5.154994419642857,317.88183530710467,353.0063040597098,312.72684088746183,71.32564561876367,337.54132080078125,1458887140.8590698,4109300.0,334555742208.0,1.085
META,bull,2024-01-10,2024-01-11,372.1300048828125,2024-01-24,390.7000122070313,TP,9,4.990193502420404,bull,META,367.58538818359375,370.4700012207031,7.06500244140625,327.8509168397777,388.7803955078125,320.78591439837146,70.84274810850886,367.58538818359375,5682604950.781403,22117200.0,1713511989248.0,1.309
MSFT,bull,2024-01-10,2024-01-11,386.0,2024-01-18,393.8699951171875,TP,5,2.0388588386496043,bull,MSFT,376.2879028320313,382.7699890136719,5.017142159598227,359.6823412628763,391.339329310826,354.6651991032781,64.3867070414155,376.2879028320313,9338112668.186798,25514200.0,3155936149504.0,1.107
NVDA,bull,2024-01-10,2024-01-11,54.999000549316406,2024-01-19,59.49100112915039,TP,6,8.167422198529062,bull,NVDA,54.316795349121094,54.349998474121094,1.3920715876988012,45.88662920652808,58.4930101122175,44.494557618829276,72.2911143497272,54.316795349121094,20022650729.313087,533796000.0,5062002737152.0,2.335
AMZN,bull,2024-01-11,2024-01-12,155.38999938964844,2024-02-02,171.80999755859375,TP,15,10.56695941401693,bull,AMZN,155.17999267578125,155.17999267578125,2.718571254185268,145.17301520233255,163.33570643833704,142.4544439481473,62.785340783831366,155.17999267578125,7151085413.343582,49072700.0,2839014801408.0,1.383
GE,bull,2024-01-11,2024-01-12,104.22985076904295,2024-02-01,108.06863403320312,TP,14,3.682997947168043,bull,GE,102.20401763916016,103.61532592773438,1.697070530482703,95.19898080643608,107.29522923060827,93.50191027595338,67.28182338006764,102.20401763916016,550649595.2443016,5014005.0,297358524416.0,1.428
GOOGL,bull,2024-01-11,2024-01-12,142.6699981689453,2024-01-24,148.6999969482422,TP,8,4.226535961790878,bull,GOOGL,140.9153289794922,142.0800018310547,2.4600023542131697,130.8780555543014,148.2953360421317,128.41805320008822,61.95503107369085,141.1136932373047,3720589131.070938,24008700.0,4166206881792.0,1.128
HD,bull,2024-01-11,2024-01-12,358.5299987792969,2024-01-12,355.7099914550781,TP,1,-0.7865471045157002,bull,HD,337.285888671875,356.5299987792969,5.246422903878348,320.12654697724275,353.02515738351,314.8801240733644,70.87351937582336,337.54132080078125,1473617770.4776,3530400.0,334555742208.0,1.085
META,bull,2024-01-11,2024-01-12,370.1600036621094,2024-01-24,390.7000122070313,TP,8,5.548954058167599,bull,META,366.7916259765625,369.6700134277344,7.2564326695033445,329.04557774975757,388.5609239850725,321.78914508025423,69.88196698292677,367.58538818359375,5691709781.604614,17205400.0,1713511989248.0,1.309
MSFT,bull,2024-01-11,2024-01-12,385.489990234375,2024-01-19,398.6700134277344,TP,5,3.419031240044923,bull,MSFT,378.116455078125,384.6300048828125,5.35999843052457,358.6087160728412,394.1964503696987,353.24871764231665,66.05776023495491,378.116455078125,9408777191.422272,27850800.0,3155936149504.0,1.107
NVDA,bull,2024-01-11,2024-01-12,54.619998931884766,2024-01-19,59.49100112915039,TP,5,8.917982959575177,bull,NVDA,54.78850555419922,54.821998596191406,1.38385718209403,45.641297626103615,58.94007710048131,44.25744044400958,73.3814789473843,54.78850555419922,20771084391.53366,596759000.0,5062002737152.0,2.335
AMZN,bull,2024-01-12,2024-01-16,153.52999877929688,2024-02-02,171.80999755859375,TP,14,11.906467090887451,bull,AMZN,154.6199951171875,154.6199951171875,2.741428920200893,145.37969994292587,162.84428187779017,142.63827102272498,61.267467245422885,155.17999267578125,7071382702.921524,40484200.0,2839014801408.0,1.383
GE,bull,2024-01-12,2024-01-16,103.11253356933594,2024-02-01,108.06863403320312,TP,13,4.806496642364588,bull,GE,102.17252349853516,103.5833969116211,1.5796383449009486,95.76438145577065,106.911438533238,94.1847431108697,67.09603219071121,102.20401763916016,553235803.4189122,5640380.0,297358524416.0,1.428
GOOGL,bull,2024-01-12,2024-01-16,142.0,2024-01-24,148.6999969482422,TP,7,4.718307710029701,bull,GOOGL,141.48068237304688,142.64999389648438,2.3907154628208707,131.66792683756012,148.65282876150948,129.27721137473924,63.11067439700954,141.48068237304688,3655027026.2633514,18785500.0,4166206881792.0,1.128
HD,bull,2024-01-12,2024-01-16,358.05999755859375,2024-01-16,358.42999267578125,TP,1,0.10333327367209044,bull,HD,336.5101623535156,355.7099914550781,5.235709054129464,320.4425318045703,352.21728951590404,315.20682275044084,69.43404428908914,337.54132080078125,1408432228.968811,1956100.0,334555742208.0,1.085
META,bull,2024-01-12,2024-01-16,373.6499938964844,2024-01-26,394.1400146484375,TP,9,5.483747112713622,bull,META,371.5740356445313,374.489990234375,7.27928815569196,330.0988468544733,393.41190011160717,322.81955869878135,72.31791956942942,371.5740356445313,5779574693.060913,19310000.0,1713511989248.0,1.309
MSFT,bull,2024-01-12,2024-01-16,393.6600036621094,2024-01-19,398.6700134277344,TP,4,1.272674317689959,bull,MSFT,381.8914489746094,388.4700012207031,5.337140764508949,357.1788840849082,397.9028712681362,351.84174332039925,69.26415414775516,381.8914489746094,9250072991.751862,21661200.0,3155936149504.0,1.107
NVDA,bull,2024-01-12,2024-01-16,55.01800155639648,2024-01-19,59.49100112915039,TP,4,8.130065517135954,bull,NVDA,54.67658233642578,54.709999084472656,1.3592856270926343,45.53742185899085,58.754439217703684,44.178136231898215,72.65097306693804,54.78850555419922,20660028349.560547,352994000.0,5062002737152.0,2.335
GOOGL,bull,2024-01-16,2024-01-17,141.35000610351562,2024-01-25,151.8699951171875,TP,7,7.44251047712563,bull,GOOGL,141.32199096679688,142.49000549316406,2.485715593610491,132.85714642405227,148.77913774762834,130.3714308304418,62.53645490899539,141.48068237304688,3561091332.213135,22670500.0,4166206881792.0,1.128
HD,bull,2024-01-16,2024-01-17,356.6300048828125,2024-01-17,355.70001220703125,TP,1,-0.26077241484121494,bull,HD,339.0833740234375,358.42999267578125,5.184995378766741,320.00688833077606,354.6383601597377,314.8218929520093,71.50175571747087,339.0833740234375,1340597051.2521362,3669400.0,334555742208.0,1.085
